AA- Wins: 249 Total: 86021, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 251, Total: 79714
AA- Wins: 294 Total: 120278, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 206, Total: 105107
AA- Wins: 305 Total: 147886, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 195, Total: 130746
AA- Wins: 332 Total: 112975, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 168, Total: 89795
AA- Wins: 370 Total: 178379, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 130, Total: 138589
AA- Wins: 386 Total: 122171, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 114, Total: 88843
AA- Wins: 402 Total: 119423, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 98, Total: 85542
AA- Wins: 425 Total: 117747, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 75, Total: 80116
AA- Wins: 436 Total: 145810, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 64, Total: 91864
AA- Wins: 447 Total: 91768, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 53, Total: 56083
AA- Wins: 467 Total: 172523, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 33, Total: 98066
AA- Wins: 433 Total: 130312, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 67, Total: 72473
AA- Wins: 469 Total: 60956, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 31, Total: 31547
AA- Wins: 460 Total: 115548, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 40, Total: 60087
AA- Wins: 466 Total: 124520, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 34, Total: 58080
AA- Wins: 450 Total: 135435, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 50, Total: 58972
AA- Wins: 450 Total: 118779, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 50, Total: 47382
AA- Wins: 409 Total: 118565, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 91, Total: 39494
AA- Wins: 331 Total: 167529, GDX- Wins: 0 Total: 0, ZIC- Wins: 0 Total: 0, ZIP- Wins: 169, Total: 48969
